SFO,PVG,09/01/21,"$2,136",7:10pm - 6:00am,67h 50m (3 stops),20h 57m in Salt Lake City (SLC) • 23h 30m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/01/21,"$10,619",12:55pm - 2:50pm,34h 55m (3 stops),2h 8m in San Diego (SAN) • 10h 30m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3311 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/01/21,"$10,619",12:25pm - 2:50pm,35h 25m (3 stops),2h 48m in Orange County (SNA) • 10h 30m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 2564 operated by Horizon Air As Alaskahorizon
SFO,PVG,09/01/21,"$10,625",12:55pm - 2:50pm,34h 55m (3 stops),4h 3m in San Diego (SAN) • 8h 41m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3311 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/01/21,"$10,625",12:25pm - 2:50pm,35h 25m (3 stops),4h 57m in Orange County (SNA) • 8h 26m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 2564 operated by Horizon Air As Alaskahorizon
SFO,PVG,09/01/21,"$10,625",11:20am - 2:50pm,36h 30m (3 stops),5h 38m in San Diego (SAN) • 8h 41m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3403 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/01/21,"$10,771",12:25pm - 2:50pm,35h 25m (3 stops),36m in Orange County (SNA) • 12h 40m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 2564 operated by Horizon Air As Alaskahorizon
SFO,PVG,09/01/21,"$10,774",11:20am - 2:50pm,36h 30m (3 stops),1h 36m in San Diego (SAN) • 12h 35m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3403 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/01/21,"$11,139",8:05pm - 2:50pm,27h 45m (3 stops),2h 7m in Portland (PDX) • 2h 39m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines
SFO,PVG,09/02/21,"$2,090",10:55pm - 6:00am,40h 5m (3 stops),8h 36m in Atlanta (ATL) • 6h 46m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/02/21,"$2,090",10:55pm - 6:00am,40h 5m (3 stops),4h 24m in Atlanta (ATL) • 11h 2m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/02/21,"$2,090",10:55pm - 6:00am,40h 5m (3 stops),10h 24m in Atlanta (ATL) • 4h 54m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/02/21,"$2,090",10:55pm - 6:00am,40h 5m (3 stops),6h 52m in Atlanta (ATL) • 8h 31m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/02/21,"$2,090",10:55pm - 6:00am,40h 5m (3 stops),11h 44m in Atlanta (ATL) • 3h 41m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/02/21,"$2,124",10:55pm - 6:00am,40h 5m (3 stops),12h 56m in Atlanta (ATL) • 2h 25m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/02/21,"$2,124",10:55pm - 6:00am,40h 5m (3 stops),14h 31m in Atlanta (ATL) • 49m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/02/21,"$2,126",10:00pm - 6:00am,41h 0m (2 stops),18h 26m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/02/21,"$2,137",10:55pm - 6:00am,40h 5m (3 stops),49m in Atlanta (ATL) • 14h 39m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/02/21,"$2,137",10:55pm - 6:00am,40h 5m (3 stops),2h 14m in Atlanta (ATL) • 13h 8m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/02/21,"$2,137",10:55pm - 6:00am,40h 5m (3 stops),3h 14m in Atlanta (ATL) • 12h 11m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/03/21,"$2,084",12:02pm - 6:00am,26h 58m (2 stops),4h 20m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/03/21,"$2,084",9:15am - 6:00am,29h 45m (2 stops),7h 9m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/03/21,"$2,643",10:55am - 5:25pm,15h 30m (1 stop),1h 30m in Seoul (ICN),United
SFO,PVG,09/04/21,"$2,136",5:05pm - 6:00am,69h 55m (3 stops),23h 4m in Salt Lake City (SLC) • 23h 27m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/04/21,"$2,143",10:55pm - 6:00am,64h 5m (3 stops),16h 6m in Atlanta (ATL) • 23h 19m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/04/21,"$2,643",10:55am - 5:25pm,15h 30m (1 stop),1h 30m in Seoul (ICN),United
SFO,PVG,09/05/21,"$2,090",10:55pm - 6:00am,40h 5m (3 stops),10h 31m in Atlanta (ATL) • 5h in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/05/21,"$2,090",10:55pm - 6:00am,40h 5m (3 stops),4h 31m in Atlanta (ATL) • 11h 3m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/05/21,"$2,090",10:55pm - 6:00am,40h 5m (3 stops),6h 59m in Atlanta (ATL) • 8h 36m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/05/21,"$2,090",10:55pm - 6:00am,40h 5m (3 stops),8h 43m in Atlanta (ATL) • 6h 47m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/05/21,"$2,124",10:55pm - 6:00am,40h 5m (3 stops),12h 53m in Atlanta (ATL) • 2h 38m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/05/21,"$2,124",10:55pm - 6:00am,40h 5m (3 stops),12h 53m in Atlanta (ATL) • 2h 38m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/05/21,"$2,126",10:00pm - 6:00am,41h 0m (2 stops),18h 31m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/05/21,"$2,137",10:55pm - 6:00am,40h 5m (3 stops),3h 21m in Atlanta (ATL) • 12h 12m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/05/21,"$2,137",10:55pm - 6:00am,40h 5m (3 stops),2h 21m in Atlanta (ATL) • 13h 13m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/05/21,"$2,137",10:55pm - 6:00am,40h 5m (3 stops),56m in Atlanta (ATL) • 14h 40m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/05/21,"$7,225",9:20am - 2:50pm,38h 30m (3 stops),1h 58m in Salt Lake City (SLC) • 14h 27m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3448 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/05/21,"$7,226",11:20am - 2:50pm,36h 30m (3 stops),1h 36m in San Diego (SAN) • 12h 35m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 2163 operated by Horizon Air As Alaskahorizon
SFO,PVG,09/05/21,"$7,226",6:00am - 2:50pm,41h 50m (3 stops),3h 3m in San Diego (SAN) • 16h 35m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3300 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/05/21,"$7,226",6:00am - 2:50pm,41h 50m (3 stops),1h 23m in San Diego (SAN) • 18h 14m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3300 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/05/21,"$7,230",8:10am - 2:50pm,39h 40m (3 stops),2h 53m in Austin (AUS) • 14h 25m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3348 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/05/21,"$7,230",8:10am - 2:50pm,39h 40m (3 stops),49m in Austin (AUS) • 16h 29m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3348 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/05/21,"$7,231",9:20am - 2:50pm,38h 30m (3 stops),4h 3m in Salt Lake City (SLC) • 12h 20m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3448 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/05/21,"$7,235",7:20am - 2:50pm,40h 30m (3 stops),1h 49m in Boise (BOI) • 16h 20m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 2002 operated by Horizon Air As Alaskahorizon
SFO,PVG,09/05/21,"$7,241",7:20am - 2:50pm,40h 30m (3 stops),5h 43m in Boise (BOI) • 12h 26m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 2002 operated by Horizon Air As Alaskahorizon
SFO,PVG,09/06/21,"$2,084",12:02pm - 6:00am,26h 58m (2 stops),4h 24m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/06/21,"$2,084",9:16am - 6:00am,29h 44m (2 stops),7h 10m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/06/21,"$2,084",7:25am - 6:00am,31h 35m (2 stops),9h 7m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/07/21,"$2,084",5:01pm - 6:45am,22h 44m (3 stops),1h 1m in Salt Lake City (SLC) • 2h 2m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta
SFO,PVG,09/07/21,"$2,084",3:15pm - 6:45am,24h 30m (3 stops),49m in Los Angeles (LAX) • 3h 56m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta • Delta 4151 operated by Skywest DBA Delta Connection
SFO,PVG,09/07/21,"$2,084",3:15pm - 6:45am,24h 30m (3 stops),2h 24m in Los Angeles (LAX) • 2h 19m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta • Delta 4151 operated by Skywest DBA Delta Connection
SFO,PVG,09/07/21,"$2,084",2:24pm - 6:45am,25h 21m (2 stops),7h 30m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta • Delta 3599 operated by Skywest DBA Delta Connection
SFO,PVG,09/07/21,"$2,084",10:26am - 6:45am,29h 19m (2 stops),11h 25m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta • Delta 3708 operated by Skywest DBA Delta Connection
SFO,PVG,09/07/21,"$2,109",6:14am - 6:45am,33h 31m (2 stops),15h 37m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta • Delta 3566 operated by Skywest DBA Delta Connection
SFO,PVG,09/08/21,"$2,090",8:20pm - 6:45am,43h 25m (3 stops),11h 43m in Los Angeles (LAX) • 11h 41m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta • Delta 3700 operated by Skywest DBA Delta Connection
SFO,PVG,09/08/21,"$2,101",8:20pm - 6:45am,43h 25m (3 stops),19h 38m in Los Angeles (LAX) • 3h 56m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta • Delta 3700 operated by Skywest DBA Delta Connection
SFO,PVG,09/08/21,"$2,101",8:20pm - 6:45am,43h 25m (3 stops),21h 13m in Los Angeles (LAX) • 2h 19m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta • Delta 3700 operated by Skywest DBA Delta Connection
SFO,PVG,09/08/21,"$2,101",8:20pm - 6:45am,43h 25m (3 stops),14h 1m in Los Angeles (LAX) • 9h 25m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta • Delta 3700 operated by Skywest DBA Delta Connection
SFO,PVG,09/08/21,"$2,101",8:20pm - 6:45am,43h 25m (3 stops),15h 23m in Los Angeles (LAX) • 8h 8m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta • Delta 3700 operated by Skywest DBA Delta Connection
SFO,PVG,09/08/21,"$2,106",7:10pm - 6:45am,44h 35m (3 stops),19h 10m in Salt Lake City (SLC) • 5h 50m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta
SFO,PVG,09/08/21,"$2,106",7:10pm - 6:45am,44h 35m (3 stops),13h 18m in Salt Lake City (SLC) • 11h 39m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta
SFO,PVG,09/08/21,"$2,106",7:10pm - 6:45am,44h 35m (3 stops),22h 55m in Salt Lake City (SLC) • 2h 2m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta
SFO,PVG,09/08/21,"$2,130",8:20pm - 6:45am,43h 25m (3 stops),9h 6m in Los Angeles (LAX) • 14h 25m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta • Delta 3700 operated by Skywest DBA Delta Connection
SFO,PVG,09/08/21,"$3,019",8:50pm - 2:50pm,27h 0m (3 stops),2h 36m in Los Angeles (LAX) • 2h 24m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 2574 operated by Horizon Air As Alaskahorizon
SFO,PVG,09/08/21,"$3,019",12:05pm - 2:50pm,35h 45m (3 stops),2h 57m in Las Vegas (LAS) • 10h 48m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 2201 operated by Horizon Air As Alaskahorizon
SFO,PVG,09/08/21,"$3,025",6:25pm - 2:50pm,29h 25m (3 stops),4h 55m in Las Vegas (LAS) • 2h 43m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3479 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/08/21,"$3,025",6:05pm - 2:50pm,29h 45m (3 stops),5h 20m in Austin (AUS) • 2h 9m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3398 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/08/21,"$3,025",12:05pm - 2:50pm,35h 45m (3 stops),4h 39m in Las Vegas (LAS) • 9h 13m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 2201 operated by Horizon Air As Alaskahorizon
SFO,PVG,09/08/21,"$3,025",12:05pm - 2:50pm,35h 45m (3 stops),11h 15m in Las Vegas (LAS) • 2h 43m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 2201 operated by Horizon Air As Alaskahorizon
SFO,PVG,09/08/21,"$3,068",12:05pm - 2:50pm,35h 45m (3 stops),1h 20m in Las Vegas (LAS) • 12h 21m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 2201 operated by Horizon Air As Alaskahorizon
SFO,PVG,09/08/21,"$3,543",10:35am - 5:25pm,15h 50m (1 stop),1h 30m in Seoul (ICN),United
SFO,PVG,09/08/21,"$7,119",2:00pm - 2:50pm,33h 50m (3 stops),3h 24m in Orange County (SNA) • 8h 26m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3465 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/08/21,"$7,119",2:00pm - 2:50pm,33h 50m (3 stops),1h 15m in Orange County (SNA) • 10h 30m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3465 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/08/21,"$7,119",1:50pm - 2:50pm,34h 0m (3 stops),1h 13m in San Diego (SAN) • 10h 30m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3486 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/08/21,"$7,119",11:35am - 2:50pm,36h 15m (3 stops),3h 28m in San Diego (SAN) • 10h 30m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3329 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/08/21,"$7,226",11:35am - 2:50pm,36h 15m (3 stops),1h 21m in San Diego (SAN) • 12h 35m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3329 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/08/21,"$7,470",3:40pm - 2:50pm,32h 10m (3 stops),6h 31m in Portland (PDX) • 2h 39m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines
SFO,PVG,09/09/21,"$2,084",8:18pm - 6:45am,19h 27m (2 stops),1h 34m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta
SFO,PVG,09/09/21,"$2,084",4:19pm - 6:45am,23h 26m (2 stops),5h 38m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta • Delta 3671 operated by Skywest DBA Delta Connection
SFO,PVG,09/09/21,"$2,084",2:24pm - 6:45am,25h 21m (2 stops),7h 30m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta • Delta 3599 operated by Skywest DBA Delta Connection
SFO,PVG,09/09/21,"$2,084",10:26am - 6:45am,29h 19m (2 stops),11h 25m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta • Delta 3708 operated by Skywest DBA Delta Connection
SFO,PVG,09/09/21,"$2,109",6:14am - 6:45am,33h 31m (2 stops),15h 37m in Seattle (SEA) • 1h 50m in Seoul (ICN),Delta • Delta 3566 operated by Skywest DBA Delta Connection
SFO,PVG,09/09/21,"$2,126",10:00pm - 6:00am,41h 0m (2 stops),18h 31m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/10/21,"$2,084",12:02pm - 6:00am,26h 58m (2 stops),4h 26m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/10/21,"$2,084",9:16am - 6:00am,29h 44m (2 stops),7h 10m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/10/21,"$2,084",7:25am - 6:00am,31h 35m (2 stops),9h 7m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/10/21,"$2,643",10:35am - 5:25pm,15h 50m (1 stop),1h 30m in Seoul (ICN),United
SFO,PVG,09/11/21,"$2,136",5:05pm - 6:00am,69h 55m (3 stops),23h 7m in Salt Lake City (SLC) • 23h 26m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/11/21,"$2,143",10:55pm - 6:00am,64h 5m (3 stops),16h 13m in Atlanta (ATL) • 23h 18m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/11/21,"$2,643",10:35am - 5:25pm,15h 50m (1 stop),1h 30m in Seoul (ICN),United
SFO,PVG,09/12/21,"$2,090",10:55pm - 6:00am,40h 5m (3 stops),11h 46m in Atlanta (ATL) • 3h 45m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/12/21,"$2,090",10:55pm - 6:00am,40h 5m (3 stops),8h 43m in Atlanta (ATL) • 6h 46m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/12/21,"$2,090",10:55pm - 6:00am,40h 5m (3 stops),4h 31m in Atlanta (ATL) • 11h 4m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/12/21,"$2,090",10:55pm - 6:00am,40h 5m (3 stops),7h 11m in Atlanta (ATL) • 8h 23m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/12/21,"$2,090",10:55pm - 6:00am,40h 5m (3 stops),10h 34m in Atlanta (ATL) • 4h 57m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/12/21,"$2,124",10:55pm - 6:00am,40h 5m (3 stops),14h 38m in Atlanta (ATL) • 51m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/12/21,"$2,124",10:55pm - 6:00am,40h 5m (3 stops),12h 53m in Atlanta (ATL) • 2h 38m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/12/21,"$2,126",10:00pm - 6:00am,41h 0m (2 stops),18h 31m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/12/21,"$2,137",10:55pm - 6:00am,40h 5m (3 stops),2h 26m in Atlanta (ATL) • 13h 8m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/12/21,"$2,137",10:55pm - 6:00am,40h 5m (3 stops),46m in Atlanta (ATL) • 14h 49m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/12/21,"$2,137",10:55pm - 6:00am,40h 5m (3 stops),3h 26m in Atlanta (ATL) • 12h 7m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/12/21,"$2,643",10:35am - 5:25pm,15h 50m (1 stop),1h 30m in Seoul (ICN),United
SFO,PVG,09/12/21,"$3,025",6:25pm - 2:50pm,29h 25m (3 stops),4h 55m in Las Vegas (LAS) • 2h 43m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 2151 operated by Horizon Air As Alaskahorizon
SFO,PVG,09/12/21,"$3,025",6:05pm - 2:50pm,29h 45m (3 stops),5h 20m in Austin (AUS) • 2h 9m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3398 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/12/21,"$3,159",2:35pm - 2:50pm,33h 15m (3 stops),1h 26m in Seattle (SEA) • 7h 58m in Dallas (DFW) • 1h in Seoul (ICN),American Airlines • American Airlines 7569 operated by Alaska Airlines
SFO,PVG,09/12/21,"$3,165",2:35pm - 2:50pm,33h 15m (3 stops),7h 4m in Seattle (SEA) • 2h 26m in Dallas (DFW) • 1h in Seoul (ICN),American Airlines • American Airlines 7569 operated by Alaska Airlines
SFO,PVG,09/12/21,"$7,464",8:55pm - 2:50pm,26h 55m (3 stops),1h 16m in Portland (PDX) • 2h 39m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines
SFO,PVG,09/12/21,"$7,470",4:30pm - 2:50pm,31h 20m (3 stops),5h 9m in Seattle (SEA) • 2h 26m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines
SFO,PVG,09/13/21,"$2,084",12:00pm - 6:00am,27h 0m (2 stops),4h 28m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/13/21,"$2,084",9:16am - 6:00am,29h 44m (2 stops),7h 10m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/13/21,"$2,084",7:30am - 6:00am,31h 30m (2 stops),9h 2m in Detroit (DTW) • 2h in Seoul (ICN),Delta
SFO,PVG,09/15/21,"$2,643",10:35am - 5:25pm,15h 50m (1 stop),1h 30m in Seoul (ICN),United
SFO,PVG,09/15/21,"$3,019",8:50pm - 2:50pm,27h 0m (3 stops),2h 36m in Los Angeles (LAX) • 2h 24m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 2574 operated by Horizon Air As Alaskahorizon
SFO,PVG,09/15/21,"$3,019",12:05pm - 2:50pm,35h 45m (3 stops),2h 57m in Las Vegas (LAS) • 10h 48m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 2201 operated by Horizon Air As Alaskahorizon
SFO,PVG,09/15/21,"$3,025",6:25pm - 2:50pm,29h 25m (3 stops),4h 55m in Las Vegas (LAS) • 2h 43m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3479 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/15/21,"$3,025",6:05pm - 2:50pm,29h 45m (3 stops),5h 20m in Austin (AUS) • 2h 9m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 3398 operated by Skywest Airlines As Alaskaskywest
SFO,PVG,09/15/21,"$3,025",12:05pm - 2:50pm,35h 45m (3 stops),11h 15m in Las Vegas (LAS) • 2h 43m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 2201 operated by Horizon Air As Alaskahorizon
SFO,PVG,09/15/21,"$3,025",12:05pm - 2:50pm,35h 45m (3 stops),4h 39m in Las Vegas (LAS) • 9h 13m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 2201 operated by Horizon Air As Alaskahorizon
SFO,PVG,09/15/21,"$3,068",12:05pm - 2:50pm,35h 45m (3 stops),1h 20m in Las Vegas (LAS) • 12h 21m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 2201 operated by Horizon Air As Alaskahorizon
SFO,PVG,09/15/21,"$7,119",2:00pm - 2:50pm,33h 50m (3 stops),3h 24m in Orange County (SNA) • 8h 26m in Dallas (DFW) • 1h in Seoul (ICN),Multiple airlines • Alaska Airlines 2589 operated by Horizon Air As Alaskahorizon
