"pg","Color: Black","support team fixed it. so moving from 1 star to 4 star...No multifloor map save feature","12 May 2020","now: support team released new firmware which fix the issue. so overall it is good. i wish water tank size would have been big and option to control water flow from app only. that is why 4 star. otherwise great robo in industry.. earlier: Description is misleading. It doesn't have multi floor map save feature. I got to know from support team that it is in testing and available to few random customers.","4.0","10"
"Stretch One","Color: Black","Avoid this product.","08 Jul 2020","The S6 was promising.  Unfortunately have reinstalled factory settings a few times now due to firmware issues.  The last firmware update blew the robots cookies.  The robot wont currently add the WiFi.  Have requested many times to get replacement.  Recommend to avoid this product.","1.0","26"
"TorzMom","Color: Black","Stops on black carpet lines and takes too long to charge.","15 Nov 2020","The vacuum cleaner picks up the hair from two dogs, a cat, and a long-haired woman well, but it has its drawbacks. It thinks that the black lines on the area rug are a cliff, so we have to hand back the living room rug. It also does not pick up small white paper remnants on a gray tile, but just pushes them around.  The worst thing though, is how long it takes to charge! Since it takes almost 12 hours to get a full charge, we can never use the mopping feature. We have to pick up the area rugs in order for it to mop, and to do that right before bed and then to get them back down again in the morning before it vacuums is too labor intensive. It's a good auxiliary vacuum, because of the accumulation of hair we have everyday. But still looking for the ultimate machine!","3.0","5"
"nanaky","Color: Black","No privacy and too many bugs","08 Nov 2020","Unless you give the app permission to track you, notify you, and many more things, the robot won’t connect to wifi. This is absolutely horrible. Additionally, I could never make the roborock app work. That’s why is cheaper, because all your data, including predice lidar room layouts go to China servers. Returning.","1.0","7"
"J. D","Color: White","Simply amazing and what an intelligent device should be","04 Feb 2021","I have / had an IRobot I5. Everyday it would get stuck somewhere and run into things at full steam. For something ""intelligent"" it seemed to be pretty random in it's AI. Don't even get me started on the latency in my Alexa gear talking to the vacuum - it's horrific. Enter my Roborock S6. Setup was a breeze. On day one, it happily roamed around my house using LIDAR to map the whole place, not getting stuck once. The mapping capabilities are simply mindblowing for a unit at this price point. It methodically cleans in a pattern (the iRobot, just bounced around like a pinball). When it detects it is closing on an object, it slows down as to not plow into it at full speed and mark your baseboards, furniture, and feet. It will navigate around ""temporary"" obstacles with ease (like shoes) and not inhale the laces like my iRobot did (it once devoured a cat toy, boy was that fun to extricate). My iRobot would get confused by any carpet that had a pattern that included a black area thinking it ""was at the edge of a cliff"". The Roborock has no such issue.  When it detects it is on carpet, the suction ramps up, and when it goes back on to hard floors it drops. That means it's quieter, except when it needs to be. The app has very low latency and the only issue I have had with it is when I tell Alexa to interface with it, Alexa will sometimes announce the command in addition to sending it to the unit. One nice feature of the app is the ability to create ""zones"" like ""kitchen"" and you can tell the vacuum to just run to that area and clean it.  If I *had* to find one con with this device, it would be that, unlike my iRobot, it doesn't have a handle on top to pick it up, you have to pick it up from the sides. Seriously - that's the worst thing I can say about it. Buy it - you won't regret it.","5.0","18"
"Graeme Biggs","Color: Black","Great Vacuum, OK Mop","08 Jun 2020","This vacuum does a great job if you just need a vacuum. The mapping feature works great and I like the ability to schedule certain rooms on certain days. And of course the vacuum does a great job on everything you can throw at it. It is a huge upgrade from my last robot, which just drove in a random direction until it hit something. One of the features that pushed me towards the S6 Pure over the competition was the addition of the mop. While I think the mop does a great job for what it is (a wet microfiber cloth), It is difficult in a house that does not have distinct carpet or hard surface ""rooms."" MY house is all hard surface flooring with area rugs. The vacuum does not know when it hits carpet or when the mop is attached. I was able to get around the mopping rugs/carpets problem by spending a few hours partitioning the areas with rugs as separate rooms and when mopping, only select the ""rooms"" that are the areas without rugs.","4.0","6"
"Sami","Color: Black","Not worth buying.","18 Jul 2020","Roborock S6 wouldn’t connect. Tried everything. On top of that there is no costumer support phone number to resolve the issue. While connecting came to know that it is only compatible with WiFi 2.4 g and not 5.8 g, hence modified the home WiFi settings. This disrupted 10 other connections. My Saturday morning has gone to waste.","1.0","8"
"Anaida Paulson","Color: Black","What a waste!!","01 Jun 2021","I bought this product  , it was doing a great job  for 6 months .Then all of sudden the system  started saying its  wet even though  we changed the brush. The most terrible  experience  was we called  the company  4 times already, they do not do any follow  up. Every time we have to explain  the same story  . We lost our money. The worst customer care experience  ever. Please don't  buy this product. This is a lotta  money and doesn't  worth at all.","1.0","5"
"Amanda","Color: White","Great Value and highly surpassed my expectations on ability","16 Nov 2020","Very impressed! I have a 3000sq ft home 80% hard floors, 2 kids and three long hair shedding machine dogs. Easy to use mapping,set up and the vac itself.  Vac over my many throw rugs beautifully, two carpeted rooms and does better job then I on my floors.  Navigates perfectly after first wk of learning, doesn't bump into things but also fits into or under places I never expected.  It also mops but I haven't used it in the month I've had it. Wanted to make sure it works first but if anything like vacuum it will likely impress me.  I was going to splurge and buy a self empty one but to be honest as long as you remember 1-2x a day it works great. My sister has a more recognizable and pricey robotic vac and wellllll she is purchasing this one.  It's better and definitely better VALUE. Didn't put 5 star because I'd like more options on app and for it to know which rooms have carpet so it doesn't mop those if I were to forget to schedule that room as no go.","4.0","3"
"olga","Color: Black","Not happy with my Roborock S6 Pure","14 Nov 2020","Why is that I put my Roborock to charge,  it got charged but next day battery is death??? That always happens, since I got it!  It is never charged when I need it!  Also, suction power is too weak.  Also, I wondering if I can have a different map for my second floor. Im not happy with my Roborock... is it possible to exchange it for an updated version???  Thank you !","1.0","7"
"Sean S.","Color: Black","Damaged + Very Noisy + Very low suction power","09 May 2020","Update: 05-19-2020 Upon updating the firmware it fixed the suction power issue, Also would like to point out excellent customer service by Roborock, They reached out to me and assured if there was anything wrong with the unit they will exchange it with no hassle. Glad to hear company stands behind their product. it’s too loud and suction is not any good. I am really disappointed as I spent several hours and watched so many videos and this was the recommended product by all the reviewers on YouTube but it doesn’t even come close to the cheapest Eufy model. I followed all settings to and reseted the unit several times but when I try to change the mode to turbo or max regardless of selection it stays on balanced suction power. The mop also doesn’t function on these new model and that is other reason why I had purchased this model. Really disappointed.","4.0","4"
"ANamas","Color: White","Nice navigation & Mapping; Decent vacuum; Poor battery life & Horrible Charging time","30 Sep 2020","Headline tells it all.. Positive are excellent navigation and mapping. Truely amazing technology. It is a decent vacuum, no complaints there. always picks up something :). The main complaint is battery life. It is nowhere close to the advertised 180 mins running time. I am getting approx. 100 mins for 100% to 20% battery, which equates to total 125 mins running time. This is in balanced mode. Vacuum also takes forever to charge. To go from 20% to 80% and resume cleaning, it takes more than 5 hours. I am very much intrigued by the potential, but battery life makes be to debate whether to return the vacuum. Update 10/02 - Positives first - The more I use the vacuum, I am very impressed by the mapping/navigation capability. The way it navigates around the house, from room to room is simply amazing. I am impressed. Now coming to negatives - Battery life and charging time in-short is horrible. Dealing with Roborock support is very frustrating and time consuming. It is only through emails. Even if you call them, the subsequent communication happens via email and very slow. Attached screenshot of email communications from Roborock regarding battery life. Right now (after 2 weeks of purchase), I am constantly getting 100 mins of running time for battery to go from 100% to 20%. After which it goes back to charging station to charge for 5-6 hours. I ran the vacuum in balanced mode. Running time is nothing close to 180 mins. There is absolutely no way to use this continuously for the advertised 180 mins running time. Even if I consider that it means 180 mins for 100% battery life, I should be getting 145 mins for 80% of battery use. I am getting 30% less. THIS IS FALSE ADVERTISING! I am reducing my rating after dealing with Roborock support and Battery issues. I am continuing to work with RoboRock and will provide update as soon as I have it. Update 10/13 - I have increasing my rating to 3 stars after dealing with customer support. I ended up returning the product and went with S5 Max as per support's recommendation","3.0","3"
"heyDuh","Color: Black","Easily the best *Vaccuum* and i've owned quite a few","20 Jan 2021","The journey for the perfect bot began with the Roomba i4. For its time, a great machine. however, it mapped the house but I could do nothing with the map - no selective cleaning etc. Then came the roomba i7. It maps, one can ask it to clean specific rooms etc. however, it has a BIG issue - it cannot ""See"" in the dark. This meant, leaving all lights on for the nightly cleaning ritual in specific rooms of the house. Finally came the S6 - godsend. I love this baby. It does everything the i7 does and much more - cleaning by zone, by literally a SPOT, rooms etc. is a breeze. The machine has multiple levels of suction and  its a boon - we can clean even with kids in their virtual classrooms!. I also love the bigger filter baskets. Requires fewer trips to the trash can. The robot is smart, works around ""new"" obstacles, cleans really -- i mean really well even on a medium power setting. We don't have many carpets except a few tiny rugs and its been good with them thus far. It also does better than the room with the little side brush - it does not ""Grab"" as much hair but rather spreads it out so the vac can pick em up. Now to the issues - notice i always call it a ""vac"". it apparently has a mopper but its honestly garbage. it does not work. if you are dreaming of gleaming, clean + mopped floors, then well..dream on! It also has a brush that does get tangled way more than the roomba. The nastiest of all is when you let the robot learn the house but then have to break up the rooms into zones. Its really quirky. You have add MANY dividers and then merge to avoid the app from blowing up. its hard to explain but once you try you will know. I would have loved to splurge / try the MAX especially with its newer mopper / camera but i've blown enough on this that i may give the Max a pass. I hope this helped!!","3.0","2"
"lizhaoyan","Color: Black","Very good and smart robot with some improvement needed","04 Aug 2020","Overall I liked this product pretty much. I have a little one crawling all days and It frees my hand from daily mopping and vacuuming, especially during this pandemic time. People stays home most of time. It’s very smart when working with the app. I liked the room support feature and virtual wall which saves me lots of time, because the kitchen needs to clean everyday while other rooms doesn’t. It’s just couple click on the screen so it knows where to clean. There’s a small issue with the mopping. When the robot go thru. edge of the room, it actually can’t reach the very end of that line. My cleaning standards are pretty high so I will still need to manually mop that small part like every other week or so. The only issue for S6 pure compared with S6 in mopping feature is that the plastic piece, which be used to attach a disposable mopping cloth, is not compatible with the PURE’s water tank because it blocks the air inlet of the tank. If you look closer to the PURE and s6 tank, you will find the air inlet location is not the same. So the S6 could work perfect with disposable cloth while the PURE could not. But this issue is not bothering me so much since the reusable mop cloth is very light and easy to clean. I can stand using the reusable ones before the updated compatible version is been developed and released on market. One last thing I want to talk about is the multi floor mapping feature. S6 Pure has the support for multi floor mapping, but you will need to bring the charger/base together with the machine to a new level and let the machine always start from the base. Otherwise it may cause confusion to the data and current map might be overwritten (you don’t want to see this happen because you will have to remap that floor and all your rooms or virtual wall setting will be erased)","4.0","4"
"Filbertnut","Color: Black","Best Purchase I Ever Made!","15 Jul 2021","I have 2 dogs, 1 hubbie (thankfully...haha), plus my 80 year old mother lives with me in a 2 story house with hardwood floors throughout.  Spills, nose drips, water spots, dog hair, etc. are a daily occurence.  Plus I live in the desert, which leaves a layer of dirt on everything as well.  With caregiving duties for my mom and a dog with seizures, I never have time to clean the floors, and I could only afford to hire housecleaning services a few times a year.  So, on Amazon Prime Day I finally decided I needed help and purchased Roborock S6 Pure Robot Vacuum and Mop.  BEST DECISION EVER!  My floors have never looked this good.  They shine for days, and when it's time for another vacuum and cleaning, its easy peasy now that the robot has done a floor map of my 1st and 2nd floors.  I would recommend buying extra mopping pads.  Since my floors are so dirty, I sometimes change out the pad half way through due to our dirty floors.  I've never owned a robot vacuum cleaner before so I can't do a comparison, but I do love the results from Roborock. Update: For those wondering how to update your maps, roborock did it automatically. I just opened doors that I had closed and at the end of its cleaning roborock went to the now open room, added the room to my existing map,  and cleaned it. Easy Peasy!","5.0","1"
"Jennifer Johnson","Color: Black","Does exactly as described","01 Aug 2021","I researched robot vacuums for wks by reading reviews, watching videos, asking around, etc. I chose the S6 pure bc of the great reviews and features it provides. I was just tired of my feet feeling dirty everyday when I was sweeping constantly (we have rugs but no carpet in the entire house) and using the swiffer mop about every other day. I set the robovac to clean every night at 7pm. We make sure there's nothing that can get sucked up and it does its thing. It leaves a crumb or something here and there but I don't expect it to deep clean like I would. It does its job in about 45 min for about 900 or so sf of the house. Battery drains pretty quickly for something that takes so long to charge but that's not really an issue with our small house. I also wanted something that would clean under the beds and this does it with ease. The maps are accurate, suction power on the balanced setting is good, and it stays out of the no go zones. I had to make my son's rug a no go zone because its like shag carpet and the robovac gets stuck when it tries to turn. Overall I'm very happy. If it lasts 5 or more years I'll know I made a good choice but its already proving it was worth the price.","5.0","1"
"James H. Green","Color: Black","more trouble than it's worth","14 Jan 2021","This device has a great deal of unrealized potential. Its problem seems to largely lie in the software. The documentation is so sketchy that it’s difficult to determine whether the deficiencies are in the apps or in software internal to the machine, i.e., its operating system. I’ll start with the apps. The “manual” that comes with the system provides two sources for apps, MI Home and Roborock, which can be downloaded from Apple and Google for iPhone and Android. I had a great deal of difficulty getting these to work, some of that my problem. In the process I learned from Roborock’s technical support that the software doesn’t work on tablets, so I used an Android cell phone. but would have much preferred to have used my iPad. The app is the least intuitive I’ve seen, and the manual is of little assistance. My first runs were the device on its own without using the app. It does an amazingly good job of finding its way around obstacles, and the vacuum is quite good, but it’s apparent that it needs guidance. After I got everything linked to my Wi-Fi, I decided to try the device in a single room rather than having it wander through the house. I closed the the living room/dining room, which is about 40’ x 20’ and turned it loose. The device moved off the docking station and started on the adjacent wall, which is occupied by a baby grand piano. It navigated around the legs and did a good job of following the wall, turned the corner, and started down the next side of the room. This has a fireplace with a marble hearth that is faced with a carpet about ½ inch thick. The device wandered off the carpet and couldn’t climb out. It meandered back and forth and finally signaled that it needed help. I lifted it out and set it down, pushed the start button, and it went back to the docking station and started over again. It retraced that path four times, and hung up in the hearth each time, obviously having learned nothing. I managed to keep it away from the hearth and it finished vacuuming, and did a very good job of covering everything. It got hung up once on the dining room table and once trying to climb a pedestal base of an end table. It drew a map of the room, but that was when I discovered it hadn’t been saving the map, something that was apparently no longer possible without repeating the whole mapping process again. It isn’t clear from the documentation whether the mapping is saved in the device, in the app, or in a cloud. Two or three times the app told me that it couldn’t connect to the Internet even though other apps on the phone were connected, but why does it need to? Do I want a detailed map of my house posted somewhere on the Internet? I’ll skip over the rest of my experience and summarize. It’s fascinating to watch this device navigate. It is a decent vacuum cleaner that falls far short of its capabilities. I think most of the problem can be fixed with software and documentation, both of which are far below a reasonable commercial grade. I had hoped to connect it through Alexa and give it verbal instructions to clean specific rooms. It’s now clear that this can’t be made to work today. The only way to make the app work that I could find is to punch sparsely labeled buttons and see what happens. I think in its present condition this device is about at the beta test level. For me it’s more trouble than it’s worth.","2.0","1"
"Audrey","Color: Black","Brilliantly Smart Vac","29 Jan 2021","This is my 3rd go at having a smart vacuum. My first one was the Bissel, one of those not-so-smart botvacs that just did random cleaning. It was unimpressive and then was replaced by Neato's D3 connected. I had that one for 3 years before getting tired of the robot vac getting dumber over time and being so loud. This botvac isn't much more quiet than the Neato, and is much louder than my ex's Eufy, however, that's my only complaint. The mapping is updated every time it runs, so you don't have to worry about getting a perfect mapping run, and if you move furniture, it will adapt to that. Being able to schedule cleaning of a certain room or area is incredibly efficient. I have my two bedrooms, living room, kitchen, and bathroom all divided into separate rooms so each is on it's own scheduled cleaning (Bath and beds on certain days, kitchen on another, etc...), but if I made a mess in the kitchen, I can have just that done without babysitting it. The washable filter, easy to empty dust bin, and ability to lightly mop while it vacuums are all huge benefits with this botvac. Pros: - Constantly updates it's map, and able to have multiple floors mapped. - Receives software updates and is easy to update - Dust bin cleans easily and filter is washable - Able to lightly mop (not scrub, but no mop vacs can) and uses washable mop heads - Scheduled room specific cleaning is a godsend - Cleans very efficiently, and thus quickly. Twice as fast as my Neato Botvac was, with 3x the battery life to boot Cons: - Loud, probably around 53db. Slightly more quiet than the Neato Botvac, but louder than Eufy.","5.0","1"
"Peter","Color: Black","Disappointed","01 Jun 2020","It worked great at first, but kept getting clogged with pet hair. I couldn't get it to clean a single floor with emptying the filter 2 or 3 times yet the filter wasn't full, it was just bunched up in the center. Then it ran over something sticky, gathering my kids dropped gum or maybe a shoe tracked in sap, which got into the wheel mechanism and now it can't move at all. Granted it's no the vacuum's fault but there's no way for me to clean that area out and I can't find a replacement part. So $550 vacuum is unusable in less than a year. Also I can't tell you how many times it would get stuck on things. Also the replacement components are overpriced. It's back to regular vacuum.","2.0","5"
"Nicholas","Color: Black","magnetic field error crippled an otherwise incredible product","26 Jun 2020","TL;DR an otherwise amazing high quality machine that is crippled by a persistent “encountered magnetic field” error near refrigerator and other random places in apartment that renders it useless in much needed areas of the household I had this robot for about 3 days but had to return. In my apartment, the robot would be inoperable in multiple areas of my apartment due to persistent “encountered magnetic field” error. This error renders the bot useless near refrigerators and bundles of electrical cords (eg under or near your desk). It wouldn’t clean large portions of my kitchen due to this error which obviously was a huge problem, and the support staff basically told me that my apartment was incompatible with this and all their other models of the machine due to these magnetic fields. Apparently this is a problem with their whole series and when pushed on the subject, the support staff suggested that there is no fix or even attempt to fix this problem from a design perspective. The worse part is that I don’t need magnetic barrier strips bc i live in a one floor apartment, so don’t even need the ability to detect magnetic fields and there’s no option to turn this detection feature off. Other than this huge problem, the bot worked flawlessly. The combined mopping feature is a huge plus, and being able to map out no-go zones was easy and intuitive. The scheduler on the app needs some work, but if not for this magnetic field issue, i’d be extremely happy with this robot. the return and refund is on its way, but i would’ve liked this robot to work for me. too bad","2.0","3"
"z1572","Color: Black","Excellent Mapping Feature and Doesn't Get Lost Like Others","06 Jan 2021","We upgraded from an older model of a Roborock vacuum and the difference is NIGHT AND DAY. The Roborock S6 Pure makes it back to the dock every single time.  It doesn't bump into furniture and walls.  It doesn't get stuck in silly places or wedge itself halfway underneath the dresser.  It also doesn't get lost on its return to the dock and die underneath our bed... even though the dock was in a completely different room. The mapping feature is fantastic in the app.  The invisible walls are fantastic in the app.  Super easy to have the robot vacuum clean a specific room or just a small area of the room. The ""mopping"" feature... eh.  That feature is more like dragging a damp cloth around on the floor.  It's fine enough for really light cleaning on hard surfaces, but was disappointed that this feature of the robot vacuum performed the same as the older model. Overall, happy with the purchase and value.  To be fair though, we bought this on Prime Day and saved 40% which made the purchase easier to justify.  I'm not sure I'd spend the full retail price on any robot vacuum, but for the price we paid for the Roborock S6 Pure, I am very happy with results.","4.0","1"
"Gabe Villamizar","Color: Black","Suction is terrible! Have to touch up with my cordless vacuum","01 Dec 2020","The mapping and intelligence of this vacuum seems pretty good..but that is useless if it doesn’t clean well. The suction needs to be much stronger! On carpet it does not seem like it’s been vacuumed… With a regular vacuum you can tell it has been fluffed up a little bit and feels cleaner whereas this looks and feels the exact same after vacuuming. On hard floor, it seems to do better. However,  today it missed a ton! It would miss it right between the carpet and hardwood floor and between the hardwood floor and our little kitchen mats. It actually seem to be depositing crumbs there on all the borders. I had already emptied the dustpan and I had the vacuum go over it 3 times to see if it would eventually get the crumbs. It went right over them as if there was no suction at all and never picked them up after all 3 tries! That is pointless when I have to touch up with my Dyson. I will likely be returning this.","2.0","2"
"J. Hanson","Color: Black","Rosie, the Roborock S6 Pure, to the rescue!","22 Jun 2021","I love my Roborock!  We named her Rosie, and she is the best purchase we have made in a long time.  Do not hesitate. I run Roborock (Rosie)  every two or three days.  She quickly vacuums the downstairs.  She avoids objects and mapped our living space for quicker vacuuming.  It is easy to empty.  She even mapped our upstairs and can keep both maps and be used in both locations. Once she is finished, I empty the canister and snap on the mop attachment and set her off again.  Rosie mops my hardwood. I love that my house looks and smells clean.  I do periodically hand mop the kitchen and hardwoods, bit I can go a long time between mopping because of Rosie. She is awesome.  After almost a year, I just noticed it is Alexa enabled!  I guess I should have read the manual.  I'm going to have to use that feature.  I love setting her off vacuuming while I am out running errands.  Unexpected guests?  Rosie to the rescue! If the price is right, snap her up!","5.0","1"
"D","Color: White","Cool features, lacking power, dumps crumbs on the floor","29 Nov 2020","I replaced a Shark Ion with this model. What I like: -The remote control feature is super convention for lazy spot cleaning -Cleans my apartment quickly -Map feature is accurate and handy -Light mop feature is nice for hardwood What I don't like: -Really struggled to vacuum up larger pieces even on Max power, especially on my area rug (I ran over some spilled dry tea multiple times with the remote and it could not really suction it) -Became obvious that the way it moves, in zig zag lines, leaves a lot of space between paths when I spilled something and noticed that it ""finished"" the room and a lot of pieces were still there -Only one English voice option, the rest are in Mandarin (I think) -Kind of loud -Struggles more than my Shark did to get into the high pile area rug -Pretty tall, I had to make risers for my couch so it could fit underneath -On hardwood areas where there is the little bump separating rooms, the vacuum now seems to dump all the crumbs it had vacuumed up when it hits the bumpy spot. I hate this most of all because I have to get the upright vacuum to clean it. Pretty disappointed in the suction power for the price :(","3.0","1"
"Katie Bergsten","Color: Black","Great Product.","18 Aug 2020","This is my first robot vacuum so I can’t compare it.  With that said, I did a ton of research and I couldn’t find a vacuum with better reviews than the Roborock series.  I went with this one because it was $100 dollars off and only $30 more than the S5. Suction- Great on hard surfaces, good on carpet. Brush- Impressive- rarely gets hair wrapped around it. Collection bin- Easy to remove and clean. Mop- Suprisingly good.  I zone my kitchen in the app so that it goes over it 3 times and it does a very impressive job. Comparable to a swiffer. Navigation- Wow.  Just as good as people reported.  I am beyond impressed. The App- I learned it in no time.  I used the Mi Home app because the Roborock app had a hard time finding my internet connection. Overall this has been a game changer.  I have read that robot vacuums can have a shorter shelf life so I bought the 3 year extended warranty on top of the 1 year manufacture warranty.  That was $70, but it gives me piece of mind that this will work for the next 4 years.  We run it twice a day.  Have a two level home.  Works great and automatically recognizes the second level.  With COVID-19 our kids are at home all day and my wife loves that she can go up stairs and run the vacuum while she gets the kids started on school.  I rarely review a product and I have been more then impressed with this one.  It truly saves us time, and having freshly mopped and vacuumed floors makes you feel like life is not as crazy as it really is. Questions I had that are answered? Can I name rooms and only run it in one room?  Yes!  And it works great and is accurate.  You can also do a series of rooms. Does the mop recognize carpet?  No.  But, I mapped out the rooms with carpet and hard floors and it is no problem to run just the hard floors with the mop. Zones?  What are they?  You can select a zone and have the robot vacuum or mop that zone multiple times. Noise?  Yes, you can hear it.  Not annoying but I can hear it down stairs when I am up stairs.  I can also watch TV in the same room while it is running. Quality and Build?  Seems very high quality. Cons- More suction on carpet would be nice but it still does a great job.  The app took a little time to learn.  Replacement pads, brushes, etc are available but a little $$$.  You can get knock off replacement parts but I haven’t bought them because the reviews are mixed and the original parts seem very high quality.  With that said, if you replace the brush, the filter and the pads you are looking at $70. Summary- I am very pleased with this purchase.","5.0","10"
"Florida Gal","Color: White","Former Roomba user loves new Roborock","13 Aug 2021","Because of all the technology associated with this robot it can seem intimidating to set up at first. I encourage anyone who purchases it to take their time with the first clean and set up a clear footprint for a thorough first clean/first scan. Once that is done the app makes it quite easy to set up scheduling and cleaning of certain rooms. I am a former iRobot owner I have owned three or four (since the inception of robotic vacuuming) and although the Roomba is durable, and parts are easy to get, I find the technology in this Roborock far superior.  It is respectful of my furniture, baseboards and last minute obstacles (like the laundry basket that wasn't there yesterday) and seems to be quite adept (I'd grade it at a 98-99%) at recovering from tangles, being wedged in or pegged in, or getting stuck. Maybe it learns from past errors? I'm not sure, but I do know that it cleans very, very effectively, the app is simple to use, and the sound of the robot running is a moderate to low-moderate level. I have not utilized the mopping function yet. I am an Android user and I find the roborock app very effective and foolproof vs the MiHome app. I do not use voice commands via my Google home, although I am able. Yes, there are lots of reviews and reviewers, but I feel that because I have 10+ years of experience with robotic vacuuming and vacuums I can very confidently recommend the Roborock across the board. I don't see any weaknesses in the design or functionality. Keep in mind, I don't mind opening the dust bin and emptying it on a regular basis (do this outside because the Roborock picks up the finest particles that will just poof all over you and the air around you when you empty the bin) bc it's slightly satisfying to see how much it picks up even tho I run it EVERY DAY. Additionally, I haven't used the mopping function, and it may be a superfluous feature (but can't say until I've given it a go). I really like the sleek look of the white unit as well. I was worried it would show scuffs or wear, but that's not the case at all. Buy it, and then watch Disney's movie, ""Wall-E"", and then you'll  understand what I'm talking about.","5.0","1"
"G","Color: Black","THE BEST You Never Knew","23 Jul 2021","So even though it says beta the maps work you can save up to 4 maps if you want to save maps you can scan a whole floor and then break it up into rooms that helps as well the mopping is good for spot cleaning and cleaning the vacuum is very good for floors and the vacuum does amazing on carpet I have some high traffic areas I might have to go over with sometimes because it's padded down but that's just high traffic areas I would recommend using this to maintain and upkeep the house for all robot vacuums and vacuuming once in awhile to do a main clean and this type of device for up keeping you can use a joystick to remote control you can pick certain stones in your floor or you can do specific rooms the battery is incredibly long although when you get to 19% it'll want to charge which is bad because you wanted use it up more but good because it charges fairly quickly in my opinion and you want that strong option for sucking to have enough battery to do so it lasts a lot longer than most vacuums so that's good I only have one duck but I have two floors but where I had originally put the dock when the vacuum is done it remembers it per floor and if you don't load a map Italy remember where it is after doing some scanning since it has laser scanning the laser does stick up so if it's a really low place it's going underneath a TV stand it might not make it but for most things like under the bed or under most low areas it'll get under there and clean everything the brushes have five speeds sometimes I just use the max just to see it do more but the balance option is very good because it will detect the difference between floor and carpet weather for intense cleaning or just enough the integration with Alexa is awesome but what they don't say is that it works with Google home flawlessly and it notifies you ever get stuck or if there's a problem or if it can't find its way back because you moved the dock or changed rooms on the Fly so I say this checks off a lot of boxes and on top of that it mops the only thing it doesn't have is a self-emptying suction but it doesn't matter because it has enough for the cleaning it does and it's super super easy to empty or you can just use a regular vacuum hose to just vacuum it out completely I highly recommend this there are too many options you have to know what you want but if you go for this one it will check off almost all of your boxes and anything missing won't really matter unless it's something important to you specifically","5.0","0"
"J. Hartwell","Color: Black","Great with some annoying flaws","09 Jan 2021","I've had this vacuum for about 2 months now and overall it's great. Suction is good, it obviously won't get everything out of higher pile carpets but that shouldn't be expected. The mapping and lidar functionality is amazing. Being able to create barriers and no go zones in the app is such a game changer. There are 3 big areas for improvement that they SHOULD be able to fix with firmware. Kind of confuses me as to why they haven't. 1. If the vacuum gets knocked off it's base even slightly, which my dogs will frequently cause, it won't redock itself and will basically go into a shutdown mode. It's so slight, I almost never notice.  So when it's scheduled to vacuum it won't do anything or the battery will be dead. It needs to redock itself automatically when this happens. 2. I've never had a dustbin full error despite it being so stuffed with dirt and dog hair, it's no longer picking anything up. Either the sensors are sensitive enough, or they need to adjust the algorithm in their firmware, because it's no longer automated if I have to stop it mid clean to empty the dustbin 3. The mopping actually works pretty well, but it's really annoying to use if you have carpet, which needs to be individually bordered off in the app each time you want to mop. This is easily an extra 3 to 4 minutes of prep time. And you have to remove it when it's back to just the vacuum. Again, ruins the automation part of having a robot vacuum. They really need to different maps that stay saved, one for mopping and one for vacuuming. I tried using the multifloor functionality, but the app got confused that it was the exact same layout and kept switching maps and stranding the robot. The reason for the 2 stars is because these are really easy problems to fix but they absolutely ruin one of the big selling points of something like this which is not having to be involved. If fixed in firmware, easily 5 stars.","2.0","1"
"Frank Greenhalgh","Color: Black","Sending it back","12 Mar 2021","I bought this mainly for the mopping feature because I have a Eufy robo vacuum which works well, but I expected this vacuum to be as good or better than the Eufy, but it's not. Moreover, the mopping feature is terrible. You can't add soap because they say it will corrode the system which means you are limited to mopping just with water! Further, it doesn't rotate or include any motion - it just drags a damp, soapless piece of cloth around. But on top of that, the thing will just stop in the middle of the floor for no reason. It registers an error but there is no obstruction, nothing. It's going back.","1.0","2"
"William K. Volkman","Color: Black","Does not mop and does poorly on carpet.  Good on wood floor","24 Jan 2021","First run it missed about 25% of the floor, it got better after firmware update and a couple more runs at cleaning. Still misses about 10% which it catches on the next run.  It seemed to climb from flooring to carpet without issue, ramped up the suction however the carpet was not getting cleaned.  It went under the bed and then pushed the dust bunnies around the rest of the room.  After the 4 vacuum passes (3 recommended) I tried the mop.  It would have worked better to dampen a towel and drag it across the floor.  It made about a 2 inch wide swath of dampness as it moved around without any visible effect on the flooring, that dark streak in the middle of the photo.  When nudged off the dock it did back up and re-dock.  Was good at not bumping into things though it still liked to try to eat cords near the wall and managed to dig one out from behind the computer. Would have kept it if I only needed hard floor cleaning however I purchased for the whole apartment and the mopping.","2.0","1"
